scenario,num_agents,state_dim,mixing_depth,mean_action_budget,conflict_level,rho,competitive_extension,mean_target_overlap,sample_idx,method,query_budget,observable_error,utility_error
shallow_low_conflict,2,4,1,4.0,low,0.85,False,0.2673265135735384,11,amplitude_estimation,8,0.03747284662499595,0.03747284662499595
shallow_low_conflict,2,4,1,4.0,low,0.85,False,0.2673265135735384,11,monte_carlo,8,0.04819615132835908,0.04819615132835908
shallow_low_conflict,2,4,1,4.0,low,0.85,False,0.2673265135735384,11,amplitude_estimation,16,0.03747284662499595,0.03747284662499595
shallow_low_conflict,2,4,1,4.0,low,0.85,False,0.2673265135735384,11,monte_carlo,16,0.04555384867164092,0.04555384867164092
shallow_low_conflict,2,4,1,4.0,low,0.85,False,0.2673265135735384,11,amplitude_estimation,32,0.00041129041674042854,0.00041129041674042854
shallow_low_conflict,2,4,1,4.0,low,0.85,False,0.2673265135735384,11,monte_carlo,32,0.0013211513283590826,0.0013211513283590826
shallow_low_conflict,2,4,1,4.0,low,0.85,False,0.2673265135735384,11,amplitude_estimation,64,0.00041129041674042854,0.00041129041674042854
shallow_low_conflict,2,4,1,4.0,low,0.85,False,0.2673265135735384,11,monte_carlo,64,0.014303848671640917,0.014303848671640917
shallow_low_conflict,2,4,1,4.0,low,0.85,False,0.2673265135735384,11,amplitude_estimation,128,0.00041129041674042854,0.00041129041674042854
shallow_low_conflict,2,4,1,4.0,low,0.85,False,0.2673265135735384,11,monte_carlo,128,0.022116348671640917,0.022116348671640917
shallow_low_conflict,2,4,1,4.0,low,0.85,False,0.2673265135735384,11,amplitude_estimation,256,0.00041129041674042854,0.00041129041674042854
shallow_low_conflict,2,4,1,4.0,low,0.85,False,0.2673265135735384,11,monte_carlo,256,0.010397598671640917,0.010397598671640917
shallow_low_conflict,2,4,1,4.0,low,0.85,False,0.2673265135735384,12,amplitude_estimation,8,0.0,0.0
shallow_low_conflict,2,4,1,4.0,low,0.85,False,0.2673265135735384,12,monte_carlo,8,0.0,0.0
shallow_low_conflict,2,4,1,4.0,low,0.85,False,0.2673265135735384,12,amplitude_estimation,16,0.0,0.0
shallow_low_conflict,2,4,1,4.0,low,0.85,False,0.2673265135735384,12,monte_carlo,16,0.0,0.0
shallow_low_conflict,2,4,1,4.0,low,0.85,False,0.2673265135735384,12,amplitude_estimation,32,0.0,0.0
shallow_low_conflict,2,4,1,4.0,low,0.85,False,0.2673265135735384,12,monte_carlo,32,0.0,0.0
shallow_low_conflict,2,4,1,4.0,low,0.85,False,0.2673265135735384,12,amplitude_estimation,64,0.0,0.0
shallow_low_conflict,2,4,1,4.0,low,0.85,False,0.2673265135735384,12,monte_carlo,64,0.0,0.0
shallow_low_conflict,2,4,1,4.0,low,0.85,False,0.2673265135735384,12,amplitude_estimation,128,0.0,0.0
shallow_low_conflict,2,4,1,4.0,low,0.85,False,0.2673265135735384,12,monte_carlo,128,0.0,0.0
shallow_low_conflict,2,4,1,4.0,low,0.85,False,0.2673265135735384,12,amplitude_estimation,256,0.0,0.0
shallow_low_conflict,2,4,1,4.0,low,0.85,False,0.2673265135735384,12,monte_carlo,256,0.0,0.0
shallow_low_conflict,2,4,1,4.0,low,0.85,False,0.2673265135735384,13,amplitude_estimation,8,0.0,0.0
shallow_low_conflict,2,4,1,4.0,low,0.85,False,0.2673265135735384,13,monte_carlo,8,0.0,0.0
shallow_low_conflict,2,4,1,4.0,low,0.85,False,0.2673265135735384,13,amplitude_estimation,16,0.0,0.0
shallow_low_conflict,2,4,1,4.0,low,0.85,False,0.2673265135735384,13,monte_carlo,16,0.0,0.0
shallow_low_conflict,2,4,1,4.0,low,0.85,False,0.2673265135735384,13,amplitude_estimation,32,0.0,0.0
shallow_low_conflict,2,4,1,4.0,low,0.85,False,0.2673265135735384,13,monte_carlo,32,0.0,0.0
shallow_low_conflict,2,4,1,4.0,low,0.85,False,0.2673265135735384,13,amplitude_estimation,64,0.0,0.0
shallow_low_conflict,2,4,1,4.0,low,0.85,False,0.2673265135735384,13,monte_carlo,64,0.0,0.0
shallow_low_conflict,2,4,1,4.0,low,0.85,False,0.2673265135735384,13,amplitude_estimation,128,0.0,0.0
shallow_low_conflict,2,4,1,4.0,low,0.85,False,0.2673265135735384,13,monte_carlo,128,0.0,0.0
shallow_low_conflict,2,4,1,4.0,low,0.85,False,0.2673265135735384,13,amplitude_estimation,256,0.0,0.0
shallow_low_conflict,2,4,1,4.0,low,0.85,False,0.2673265135735384,13,monte_carlo,256,0.0,0.0
shallow_low_conflict,2,4,1,4.0,low,0.85,False,0.2673265135735384,14,amplitude_estimation,8,0.0,0.0
shallow_low_conflict,2,4,1,4.0,low,0.85,False,0.2673265135735384,14,monte_carlo,8,0.0,0.0
shallow_low_conflict,2,4,1,4.0,low,0.85,False,0.2673265135735384,14,amplitude_estimation,16,0.0,0.0
shallow_low_conflict,2,4,1,4.0,low,0.85,False,0.2673265135735384,14,monte_carlo,16,0.0,0.0
shallow_low_conflict,2,4,1,4.0,low,0.85,False,0.2673265135735384,14,amplitude_estimation,32,0.0,0.0
shallow_low_conflict,2,4,1,4.0,low,0.85,False,0.2673265135735384,14,monte_carlo,32,0.0,0.0
shallow_low_conflict,2,4,1,4.0,low,0.85,False,0.2673265135735384,14,amplitude_estimation,64,0.0,0.0
shallow_low_conflict,2,4,1,4.0,low,0.85,False,0.2673265135735384,14,monte_carlo,64,0.0,0.0
shallow_low_conflict,2,4,1,4.0,low,0.85,False,0.2673265135735384,14,amplitude_estimation,128,0.0,0.0
shallow_low_conflict,2,4,1,4.0,low,0.85,False,0.2673265135735384,14,monte_carlo,128,0.0,0.0
shallow_low_conflict,2,4,1,4.0,low,0.85,False,0.2673265135735384,14,amplitude_estimation,256,0.0,0.0
