horizon,method,query_budget,accuracy,regret
12,amplitude_estimation,128,1.0,0.0
12,monte_carlo,8,0.0,0.13399608680299874
12,monte_carlo,32,0.0,0.019096162171624437
12,monte_carlo,128,1.0,0.0
12,amplitude_estimation,8,1.0,0.0
12,amplitude_estimation,32,1.0,0.0
12,amplitude_estimation,128,1.0,0.0
12,monte_carlo,8,0.0,0.12526829564371936
12,monte_carlo,32,0.0,0.04173332418019536
12,monte_carlo,128,1.0,0.0
12,amplitude_estimation,8,1.0,0.0
12,amplitude_estimation,32,1.0,0.0
12,amplitude_estimation,128,1.0,0.0
12,monte_carlo,8,1.0,0.0
12,monte_carlo,32,0.0,0.10955457800938363
12,monte_carlo,128,1.0,0.0
12,amplitude_estimation,8,1.0,0.0
12,amplitude_estimation,32,1.0,0.0
12,amplitude_estimation,128,1.0,0.0
12,monte_carlo,8,1.0,0.0
12,monte_carlo,32,0.0,0.01900199853537761
12,monte_carlo,128,1.0,0.0
12,amplitude_estimation,8,1.0,0.0
12,amplitude_estimation,32,1.0,0.0
12,amplitude_estimation,128,1.0,0.0
12,monte_carlo,8,0.0,0.021217197714386446
12,monte_carlo,32,0.0,0.04538381005910244
12,monte_carlo,128,0.0,0.021217197714386446
12,amplitude_estimation,8,1.0,0.0
12,amplitude_estimation,32,1.0,0.0
12,amplitude_estimation,128,1.0,0.0
12,monte_carlo,8,0.0,0.00021891028912182642
12,monte_carlo,32,0.0,0.07692164501231008
12,monte_carlo,128,1.0,0.0
12,amplitude_estimation,8,1.0,0.0
12,amplitude_estimation,32,1.0,0.0
12,amplitude_estimation,128,1.0,0.0
12,monte_carlo,8,1.0,0.0
12,monte_carlo,32,0.0,0.012443126138677166
12,monte_carlo,128,0.0,0.051861239386067085
12,amplitude_estimation,8,1.0,0.0
12,amplitude_estimation,32,1.0,0.0
12,amplitude_estimation,128,1.0,0.0
12,monte_carlo,8,0.0,0.10664346240564487
12,monte_carlo,32,0.0,0.08810397093440075
12,monte_carlo,128,0.0,0.02778779458771316
12,amplitude_estimation,8,1.0,0.0
12,amplitude_estimation,32,1.0,0.0
12,amplitude_estimation,128,1.0,0.0
12,monte_carlo,8,0.0,0.0811521687135795
12,monte_carlo,32,0.0,0.10226482331311118
12,monte_carlo,128,1.0,0.0
12,amplitude_estimation,8,1.0,0.0
12,amplitude_estimation,32,1.0,0.0
12,amplitude_estimation,128,1.0,0.0
12,monte_carlo,8,0.0,0.005910287397023234
12,monte_carlo,32,0.0,0.05054159918660567
12,monte_carlo,128,0.0,0.04606981339891747
12,amplitude_estimation,8,1.0,0.0
12,amplitude_estimation,32,1.0,0.0
12,amplitude_estimation,128,1.0,0.0
12,monte_carlo,8,0.0,0.06895279573210424
12,monte_carlo,32,0.0,0.06895279573210424
12,monte_carlo,128,1.0,0.0
12,amplitude_estimation,8,1.0,0.0
12,amplitude_estimation,32,1.0,0.0
12,amplitude_estimation,128,1.0,0.0
12,monte_carlo,8,1.0,0.0
12,monte_carlo,32,1.0,0.0
12,monte_carlo,128,1.0,0.0
12,amplitude_estimation,8,1.0,0.0
12,amplitude_estimation,32,1.0,0.0
12,amplitude_estimation,128,1.0,0.0
12,monte_carlo,8,0.0,0.09279045361443491
12,monte_carlo,32,1.0,0.0
12,monte_carlo,128,1.0,0.0
12,amplitude_estimation,8,1.0,0.0
12,amplitude_estimation,32,1.0,0.0
12,amplitude_estimation,128,1.0,0.0
12,monte_carlo,8,0.0,0.044606026630659795
12,monte_carlo,32,1.0,0.0
12,monte_carlo,128,0.0,0.04126486595234982
12,amplitude_estimation,8,1.0,0.0
12,amplitude_estimation,32,1.0,0.0
12,amplitude_estimation,128,1.0,0.0
12,monte_carlo,8,0.0,0.06145393490815615
12,monte_carlo,32,1.0,0.0
12,monte_carlo,128,0.0,0.0728605999608819
12,amplitude_estimation,8,1.0,0.0
12,amplitude_estimation,32,1.0,0.0
12,amplitude_estimation,128,1.0,0.0
12,monte_carlo,8,0.0,0.058285740988571616
12,monte_carlo,32,1.0,0.0
12,monte_carlo,128,0.0,0.086463046049253
12,amplitude_estimation,8,1.0,0.0
12,amplitude_estimation,32,1.0,0.0
12,amplitude_estimation,128,1.0,0.0
12,monte_carlo,8,0.0,0.11803654773068502
12,monte_carlo,32,1.0,0.0
12,monte_carlo,128,0.0,0.03609664947853278
12,amplitude_estimation,8,1.0,0.0
12,amplitude_estimation,32,1.0,0.0
12,amplitude_estimation,128,1.0,0.0
12,monte_carlo,8,1.0,0.0
12,monte_carlo,32,0.0,0.10170387927632081
12,monte_carlo,128,1.0,0.0
12,amplitude_estimation,8,1.0,0.0
12,amplitude_estimation,32,1.0,0.0
12,amplitude_estimation,128,1.0,0.0
12,monte_carlo,8,0.0,0.11870275041172655
12,monte_carlo,32,0.0,0.09946206712098891
12,monte_carlo,128,1.0,0.0
12,amplitude_estimation,8,1.0,0.0
12,amplitude_estimation,32,1.0,0.0
12,amplitude_estimation,128,1.0,0.0
12,monte_carlo,8,0.0,0.01530742945553358
12,monte_carlo,32,0.0,0.01530742945553358
12,monte_carlo,128,0.0,0.01530742945553358
12,amplitude_estimation,8,1.0,0.0
12,amplitude_estimation,32,1.0,0.0
12,amplitude_estimation,128,1.0,0.0
12,monte_carlo,8,0.0,0.035977690903078396
12,monte_carlo,32,0.0,0.02788223686838509
12,monte_carlo,128,0.0,0.02263454546915894
12,amplitude_estimation,8,1.0,0.0
12,amplitude_estimation,32,1.0,0.0
12,amplitude_estimation,128,1.0,0.0
12,monte_carlo,8,0.0,0.026319601334471532
12,monte_carlo,32,0.0,0.00356993544377196
12,monte_carlo,128,1.0,0.0
12,amplitude_estimation,8,1.0,0.0
12,amplitude_estimation,32,1.0,0.0
12,amplitude_estimation,128,1.0,0.0
12,monte_carlo,8,0.0,0.053451660122729144
12,monte_carlo,32,0.0,0.06709199034256633
12,monte_carlo,128,1.0,0.0
12,amplitude_estimation,8,1.0,0.0
12,amplitude_estimation,32,1.0,0.0
12,amplitude_estimation,128,1.0,0.0
12,monte_carlo,8,0.0,0.07324315451195566
12,monte_carlo,32,0.0,0.01736157587970026
12,monte_carlo,128,1.0,0.0
12,amplitude_estimation,8,1.0,0.0
12,amplitude_estimation,32,1.0,0.0
12,amplitude_estimation,128,1.0,0.0
12,monte_carlo,8,0.0,0.04304674133646094
12,monte_carlo,32,0.0,0.05031509595764544
12,monte_carlo,128,0.0,0.018007730895000407
12,amplitude_estimation,8,1.0,0.0
12,amplitude_estimation,32,1.0,0.0
12,amplitude_estimation,128,1.0,0.0
12,monte_carlo,8,0.0,0.0067799512773731585
12,monte_carlo,32,0.0,0.06489615940604608
12,monte_carlo,128,1.0,0.0
